"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","GF1","KA1","EQD"
"04065099999","1916-03-14T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","999,1,C,0000,1","22000,1,C,N","999999,9,N,9","-0011,1","+9999,9","10250,1","02,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0028,1",
"04065099999","1916-03-15T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","230,1,N,0046,1","99999,9,9,N","999999,9,N,9","-0011,1","+9999,9","10239,1","06,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0028,1",
"04065099999","1916-03-15T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","999999,9,N,9","+0000,1","+9999,9","10220,1","06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-03-15T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","180,1,N,0026,1","99999,9,9,N","999999,9,N,9","+0000,1","+9999,9","10212,1","06,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0011,1",
"04065099999","1916-03-16T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","180,1,N,0010,1","22000,1,C,N","999999,9,N,9","-0011,1","+9999,9","10179,1","04,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0022,1",
"04065099999","1916-03-16T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","090,1,N,0046,1","22000,1,C,N","999999,9,N,9","+0011,1","+9999,9","10179,1","04,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-03-16T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0046,1","99999,9,9,N","999999,9,N,9","-0011,1","+9999,9","10187,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0022,1",
"04065099999","1916-03-17T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","320,1,N,0026,1","99999,9,9,N","999999,9,N,9","-0022,1","+9999,9","10192,1","06,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0028,1",
"04065099999","1916-03-17T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","320,1,N,0067,1","99999,9,9,N","999999,9,N,9","-0022,1","+9999,9","10190,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-03-17T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","020,1,N,0093,1","99999,9,9,N","999999,9,N,9","-0011,1","+9999,9","10194,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0000,1",
"04065099999","1916-03-18T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","050,1,N,0067,1","99999,9,9,N","999999,9,N,9","-0011,1","+9999,9","10231,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0028,1",
"04065099999","1916-03-18T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","360,1,N,0026,1","99999,9,9,N","999999,9,N,9","-0022,1","+9999,9","10269,1","07,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-03-18T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","999999,9,N,9","-0028,1","+9999,9","10303,1","07,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0000,1",
"04065099999","1916-03-19T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","340,1,N,0010,1","99999,9,9,N","999999,9,N,9","-0022,1","+9999,9","10310,1","06,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0039,1",
"04065099999","1916-03-19T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","320,1,N,0026,1","22000,1,C,N","999999,9,N,9","+0011,1","+9999,9","10316,1","02,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-03-19T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","320,1,N,0046,1","22000,1,C,N","999999,9,N,9","-0011,1","+9999,9","10323,1","04,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0022,1",
"04065099999","1916-03-20T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","320,1,N,0046,1","22000,1,C,N","999999,9,N,9","-0011,1","+9999,9","10315,1","04,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0022,1",
"04065099999","1916-03-20T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","320,1,N,0067,1","22000,1,C,N","999999,9,N,9","+0011,1","+9999,9","10298,1","04,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-03-20T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","090,1,N,0010,1","22000,1,C,N","999999,9,N,9","-0011,1","+9999,9","10322,1","04,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0022,1",
"04065099999","1916-03-21T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","110,1,N,0093,1","22000,1,C,N","999999,9,N,9","-0011,1","+9999,9","10323,1","04,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0022,1",
"04065099999","1916-03-21T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","090,1,N,0067,1","99999,9,9,N","999999,9,N,9","-0011,1","+9999,9","10331,1","06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-03-21T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","090,1,N,0067,1","99999,9,9,N","999999,9,N,9","-0028,1","+9999,9","10310,1","06,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0000,1",
"04065099999","1916-03-22T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","090,1,N,0046,1","22000,1,C,N","999999,9,N,9","-0022,1","+9999,9","10305,1","04,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0039,1",
"04065099999","1916-03-22T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","090,1,N,0067,1","99999,9,9,N","999999,9,N,9","-0011,1","+9999,9","10320,1","06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-03-22T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","090,1,N,0093,1","99999,9,9,N","999999,9,N,9","-0022,1","+9999,9","10287,1","07,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,-0011,1",
"04065099999","1916-03-23T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","999999,9,N,9","-0028,1","+9999,9","10196,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0039,1",
"04065099999","1916-03-23T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","090,1,N,0067,1","99999,9,9,N","999999,9,N,9","-0028,1","+9999,9","10157,1","06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-03-23T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","090,1,N,0093,1","99999,9,9,N","999999,9,N,9","-0050,1","+9999,9","10155,1","07,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,-0022,1",
"04065099999","1916-03-24T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0190,1","99999,9,9,N","999999,9,N,9","-0150,1","+9999,9","10183,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0161,1",
"04065099999","1916-03-24T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0190,1","99999,9,9,N","999999,9,N,9","-0139,1","+9999,9","10157,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-03-24T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0190,1","99999,9,9,N","999999,9,N,9","-0122,1","+9999,9","10169,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,-0072,1",
"04065099999","1916-03-25T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","360,1,N,0190,1","99999,9,9,N","999999,9,N,9","-0072,1","+9999,9","10141,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0150,1",
"04065099999","1916-03-25T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","360,1,N,0190,1","99999,9,9,N","999999,9,N,9","-0050,1","+9999,9","10139,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-03-25T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0190,1","99999,9,9,N","999999,9,N,9","-0039,1","+9999,9","10134,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,-0039,1",
"04065099999","1916-03-26T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0154,1","99999,9,9,N","999999,9,N,9","-0050,1","+9999,9","10144,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0072,1",
"04065099999","1916-03-26T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0154,1","99999,9,9,N","999999,9,N,9","-0061,1","+9999,9","10146,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-03-26T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","020,1,N,0190,1","99999,9,9,N","999999,9,N,9","-0061,1","+9999,9","10130,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,-0039,1",
"04065099999","1916-03-27T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","020,1,N,0190,1","99999,9,9,N","999999,9,N,9","-0078,1","+9999,9","10152,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0089,1",
"04065099999","1916-03-27T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","020,1,N,0123,1","99999,9,9,N","999999,9,N,9","-0078,1","+9999,9","10166,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-03-27T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","020,1,N,0093,1","99999,9,9,N","999999,9,N,9","-0089,1","+9999,9","10173,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,-0078,1",
"04065099999","1916-03-28T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","250,1,N,0067,1","99999,9,9,N","999999,9,N,9","-0078,1","+9999,9","10128,1","06,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0100,1",
"04065099999","1916-03-28T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","250,1,N,0067,1","99999,9,9,N","999999,9,N,9","-0078,1","+9999,9","10062,1","06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-03-28T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","250,1,N,0046,1","99999,9,9,N","999999,9,N,9","-0039,1","+9999,9","09970,2","06,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,-0039,1","Q01+099703APOSLP"
"04065099999","1916-03-29T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","090,1,N,0010,1","99999,9,9,N","999999,9,N,9","-0078,1","+9999,9","09877,1","06,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0100,1",
"04065099999","1916-03-29T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","090,1,N,0026,1","99999,9,9,N","999999,9,N,9","-0022,1","+9999,9","09905,1","06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-03-29T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","090,1,N,0026,1","99999,9,9,N","999999,9,N,9","+0000,1","+9999,9","09899,1","06,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0000,1",
"04065099999","1916-03-30T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0190,1","99999,9,9,N","999999,9,N,9","-0050,1","+9999,9","09913,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0078,1",
"04065099999","1916-03-30T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","360,1,N,0190,1","99999,9,9,N","999999,9,N,9","-0039,1","+9999,9","09951,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-03-30T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0190,1","99999,9,9,N","999999,9,N,9","-0039,1","+9999,9","10018,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,-0028,1",
"04065099999","1916-03-31T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0154,1","99999,9,9,N","999999,9,N,9","-0039,1","+9999,9","10070,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0061,1",
"04065099999","1916-03-31T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0154,1","99999,9,9,N","999999,9,N,9","-0039,1","+9999,9","10117,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-03-31T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0123,1","99999,9,9,N","999999,9,N,9","-0039,1","+9999,9","10158,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,-0028,1",
"04065099999","1916-04-01T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0154,1","99999,9,9,N","999999,9,N,9","-0050,1","+9999,9","10155,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0050,1",
"04065099999","1916-04-01T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0154,1","99999,9,9,N","999999,9,N,9","-0039,1","+9999,9","10132,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-04-01T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0190,1","99999,9,9,N","999999,9,N,9","-0039,1","+9999,9","10102,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,-0028,1",
"04065099999","1916-04-02T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0154,1","99999,9,9,N","999999,9,N,9","-0028,1","+9999,9","10033,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0050,1",
"04065099999","1916-04-02T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0190,1","99999,9,9,N","999999,9,N,9","-0022,1","+9999,9","09993,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-04-02T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0190,1","99999,9,9,N","999999,9,N,9","-0028,1","+9999,9","09986,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,-0011,1",
"04065099999","1916-04-03T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0154,1","99999,9,9,N","999999,9,N,9","-0011,1","+9999,9","09966,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0028,1",
"04065099999","1916-04-03T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","020,1,N,0190,1","99999,9,9,N","999999,9,N,9","+0000,1","+9999,9","09985,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-04-03T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","020,1,N,0190,1","99999,9,9,N","999999,9,N,9","-0028,1","+9999,9","10062,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0011,1",
"04065099999","1916-04-04T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","020,1,N,0123,1","99999,9,9,N","999999,9,N,9","-0039,1","+9999,9","10212,1","07,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0061,1",
"04065099999","1916-04-04T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","360,1,N,0123,1","99999,9,9,N","999999,9,N,9","-0050,1","+9999,9","10253,1","06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-04-04T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","999,1,C,0000,1","22000,1,C,N","999999,9,N,9","-0072,1","+9999,9","10241,1","04,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,-0028,1",
"04065099999","1916-04-05T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","200,1,N,0046,1","99999,9,9,N","999999,9,N,9","-0028,1","+9999,9","10118,1","06,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0078,1",
"04065099999","1916-04-05T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","230,1,N,0093,1","99999,9,9,N","999999,9,N,9","+0022,1","+9999,9","10030,1","06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-04-05T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","230,1,N,0123,1","99999,9,9,N","999999,9,N,9","+0039,1","+9999,9","09943,2","06,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0050,1","Q01+099433APOSLP"
"04065099999","1916-04-06T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","230,1,N,0093,1","22000,1,C,N","999999,9,N,9","+0022,1","+9999,9","09927,1","02,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0028,1",
"04065099999","1916-04-06T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","230,1,N,0067,1","22000,1,C,N","999999,9,N,9","+0028,1","+9999,9","09922,1","04,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-04-06T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","230,1,N,0046,1","22000,1,C,N","999999,9,N,9","+0028,1","+9999,9","09939,1","04,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0061,1",
"04065099999","1916-04-07T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","270,1,N,0046,1","99999,9,9,N","999999,9,N,9","+0022,1","+9999,9","09982,1","06,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,+0011,1",
"04065099999","1916-04-07T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","290,1,N,0046,1","22000,1,C,N","999999,9,N,9","+0000,1","+9999,9","09986,1","04,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-04-07T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","999,1,C,0000,1","22000,1,C,N","999999,9,N,9","-0022,1","+9999,9","09945,1","04,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0022,1",
"04065099999","1916-04-08T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0190,1","99999,9,9,N","999999,9,N,9","-0028,1","+9999,9","09942,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0039,1",
"04065099999","1916-04-08T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0190,1","99999,9,9,N","999999,9,N,9","-0050,1","+9999,9","10002,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-04-08T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","020,1,N,0154,1","99999,9,9,N","999999,9,N,9","-0072,1","+9999,9","10069,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,-0028,1",
"04065099999","1916-04-09T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","360,1,N,0123,1","99999,9,9,N","999999,9,N,9","-0072,1","+9999,9","10142,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0089,1",
"04065099999","1916-04-09T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0093,1","22000,1,C,N","999999,9,N,9","-0061,1","+9999,9","10162,1","04,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-04-09T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","070,1,N,0067,1","99999,9,9,N","999999,9,N,9","-0072,1","+9999,9","10120,1","06,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,-0039,1",
"04065099999","1916-04-10T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","160,1,N,0190,1","99999,9,9,N","999999,9,N,9","-0039,1","+9999,9","09901,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0078,1",
"04065099999","1916-04-10T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","160,1,N,0154,1","99999,9,9,N","999999,9,N,9","-0022,1","+9999,9","09845,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-04-10T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","090,1,N,0154,1","99999,9,9,N","999999,9,N,9","-0022,1","+9999,9","09857,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,-0011,1",
"04065099999","1916-04-11T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","360,1,N,0154,1","99999,9,9,N","999999,9,N,9","-0061,1","+9999,9","09933,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0072,1",
"04065099999","1916-04-11T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","360,1,N,0190,1","99999,9,9,N","999999,9,N,9","-0061,1","+9999,9","09945,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-04-11T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","360,1,N,0190,1","99999,9,9,N","999999,9,N,9","-0061,1","+9999,9","09928,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,-0050,1",
"04065099999","1916-04-12T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","360,1,N,0190,1","99999,9,9,N","999999,9,N,9","-0061,1","+9999,9","09901,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0061,1",
"04065099999","1916-04-12T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","360,1,N,0154,1","99999,9,9,N","999999,9,N,9","-0039,1","+9999,9","09905,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-04-12T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","360,1,N,0154,1","99999,9,9,N","999999,9,N,9","-0028,1","+9999,9","09924,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,-0028,1",
"04065099999","1916-04-13T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","360,1,N,0154,1","99999,9,9,N","999999,9,N,9","-0028,1","+9999,9","09941,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0061,1",
"04065099999","1916-04-13T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","360,1,N,0123,1","99999,9,9,N","999999,9,N,9","-0022,1","+9999,9","09949,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-04-13T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","020,1,N,0067,1","99999,9,9,N","999999,9,N,9","-0011,1","+9999,9","09956,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0000,1",
"04065099999","1916-04-14T09:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","020,1,N,0067,1","99999,9,9,N","999999,9,N,9","-0022,1","+9999,9","09977,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,N,-0039,1",
"04065099999","1916-04-14T15:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","020,1,N,0067,1","99999,9,9,N","999999,9,N,9","-0011,1","+9999,9","10016,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"04065099999","1916-04-14T21:00:00","4","66.5333333","-18.0166667","16.0","GRIMSEY ISLAND, IC","FM-12","99999","V020","290,1,N,0067,1","99999,9,9,N","999999,9,N,9","-0011,1","+9999,9","10048,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0000,1",
